track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
4KfSdst7rW39C0sfhArdrz,Heart,Little Queen,Barracuda,74,261933,FALSE,0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,4,hard-rock
4XeIiGpUBshIfs9yrBDVZC,ODESZA;Bettye LaVette,The Last Goodbye (feat. Bettye LaVette),The Last Goodbye (feat. Bettye LaVette),72,358983,FALSE,0.667,0.92,9,-2.71,1,0.0773,0.00752,0.00232,0.126,0.146,114.977,4,chill
3fVnlF4pGqWI9flVENcT28,Taylor Swift,1989,Wildest Dreams,80,220440,FALSE,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,4,pop
0tV8pOpiNsKqUys0ilUcXz,Andra Day,Cheers to the Fall,Rise Up,73,253342,FALSE,0.398,0.316,1,-7.031,1,0.0368,0.805,0,0.295,0.174,118.582,4,soul
1w3exvIgbRFV2ijf6qyWm8,Sidhu Moose Wala,No Name,Everybody Hurts,72,173333,FALSE,0.738,0.599,8,-7.102,1,0.0393,0.434,0,0.13,0.575,120.052,5,hip-hop
4JzCFEc3O2UEdjKzevvFH5,BTS,Proof,For Youth,78,264480,FALSE,0.633,0.511,2,-5.665,1,0.0368,0.434,0,0.248,0.29,116.855,3,k-pop
133ocfbXXG4HTk76qgSeUb,BTS,MAP OF THE SOUL : 7,We are Bulletproof : the Eternal,71,261542,FALSE,0.522,0.574,9,-5.225,0,0.0317,0.224,0,0.108,0.176,84.044,4,k-pop
1SC5rEoYDGUK4NfG82494W,Lil Nas X,MONTERO,MONTERO (Call Me By Your Name),83,137704,TRUE,0.593,0.503,8,-6.725,0,0.22,0.293,0,0.405,0.71,178.781,4,hip-hop
6eCmK3GQyFuTNWCJHsaF9d,Clean Bandit;Topic;Wes Nelson,Drive (feat. Wes Nelson),Drive (feat. Wes Nelson),71,179374,FALSE,0.81,0.571,10,-7.189,0,0.085,0.0624,1.63e-6,0.094,0.771,125.994,4,funk
3XjN0mvFkQp1FMVM9Ro5hm,Daddy Yankee,LEGENDADDY,RUMBATÓN,79,248768,FALSE,0.685,0.909,3,-4.034,0,0.0396,0.0471,0,0.35,0.922,95.004,4,latino
5sFDReWLrZHLFZFjHsjUTS,Alice In Chains,Dirt (2022 Remaster),Would? (2022 Remaster),73,206773,FALSE,0.305,0.833,6,-7.981,1,0.0398,3.27e-4,2.36e-5,0.091,0.586,100.675,4,grunge
0725YWm6Z0TpZ6wrNk64Eb,Frank Ocean;Earl Sweatshirt,channel ORANGE,Super Rich Kids,74,304760,TRUE,0.739,0.419,3,-8.241,0,0.0854,0.219,0,0.196,0.58,60.493,4,soul
74irxdVWstNlEQjsvArITq,Aerosmith,Get A Grip,Crazy,75,316693,FALSE,0.37,0.866,6,-3.879,0,0.0384,0.0868,0,0.137,0.427,162.086,3,hard-rock
4qtdkdTY1t3RmlmSbWykzR,Sigala;Talia Mar,Stay the Night,Stay the Night,77,171954,FALSE,0.636,0.936,7,-2.65,0,0.0729,0.177,0,0.0879,0.415,124.034,4,edm
172oAbLGpgeCsukno7oBRe,Keung To,風雨不改 (電影《阿媽有咗第二個》主題曲),風雨不改 (電影《阿媽有咗第二個》主題曲),72,308053,FALSE,0.319,0.198,0,-11.611,1,0.0402,0.942,8.65e-6,0.0817,0.287,62.925,4,cantopop
1gcESexgftSuLuML57Y69q,Free,Fire And Water,All Right Now,73,330643,FALSE,0.787,0.472,2,-12.824,1,0.0832,0.221,3.36e-4,0.153,0.824,120.059,4,blues
6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,The Business,82,164000,FALSE,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,4,edm
6lOWoTqVnAWXchddtTH31W,Tom Walker,Leave a Light On,Leave a Light On,71,185863,FALSE,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78e-6,0.133,0.267,68.976,4,folk
30096a5EMOSaF9c2aSa4TH,MC Mazzie;Mc Rd;DJ NpcSize;DJ Wizard,Ele Te Bota Soca Soca,Ele Te Bota Soca Soca,75,180927,TRUE,0.896,0.746,7,-5.174,1,0.072,0.108,1.19e-6,0.139,0.752,130.138,4,funk
1KixkQVDUHggZMU9dUobgm,Ava Max,Heaven & Hell,My Head & My Heart,78,174760,FALSE,0.614,0.934,9,-3.709,0,0.07,0.0697,0,0.121,0.436,116.001,4,dance
6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,SOUR,deja vu,87,215506,TRUE,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-6,0.37,0.178,180.917,4,pop
1sTsuZTdANkiFd7T34H3nb,The Killers,Day & Age (Bonus Tracks),Human,75,245373,FALSE,0.557,0.8,10,-8.477,1,0.0601,0.00132,0.0012,0.0906,0.582,135.47,4,alt-rock
4vHNeBWDQpVCmGbaccrRzi,Still Woozy,Goodie Bag,Goodie Bag,76,146390,TRUE,0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,4,indie-pop
0tpwqQhdfJXRcUDSNRjb9O,Arijit Singh;Neeti Mohan;Rashmi Virag,"Mere Yaaraa (From ""Sooryavanshi"")","Mere Yaaraa (From ""Sooryavanshi"")",73,285163,FALSE,0.324,0.539,2,-8.076,1,0.038,0.713,3.15e-5,0.118,0.486,120.526,4,pop-film
0fZRNhPJ4AGmwY7rkpdbqK,BTS,MAP OF THE SOUL : 7,ON,74,246380,FALSE,0.583,0.817,9,-5.146,0,0.099,0.118,0,0.338,0.437,105.935,4,k-pop
1HPJOoIVdUPuaebxzMrVaD,F.R. David,Words,Words - Original Version 1983,73,209013,FALSE,0.537,0.789,10,-5.578,0,0.0549,0.372,2.66e-5,0.138,0.527,123.763,4,disco
3PzsbWSQdLCKDLxn7YZfkM,Bruce Springsteen,Born In The U.S.A.,I'm On Fire,74,155880,FALSE,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,4,singer-songwriter
0BTaaKT4RMbs5M73tOHX5Y,TWICE,Taste of Love,Alcohol-Free,72,210573,FALSE,0.688,0.909,8,-1.992,1,0.0624,0.0474,1.35e-6,0.0674,0.702,97.097,4,k-pop
76cy1WJvNGJTj78UqeA5zr,Dua Lipa,Dua Lipa (Deluxe),IDGAF,80,217946,TRUE,0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,4,dance
21H0pUV2uPIPcFnFhgTBjo,Kygo;Gryffin;Calum Scott,Woke Up in Love,Woke Up in Love,80,216873,FALSE,0.643,0.585,2,-5.994,1,0.0369,0.225,0,0.0927,0.188,106.015,4,edm
5GorCbAP4aL0EJ16frG2hd,Green Day,Greatest Hits: God's Favorite Band,Boulevard of Broken Dreams,77,262333,TRUE,0.496,0.682,8,-4.095,1,0.0294,0.00552,2.94e-5,0.0589,0.474,167.06,4,punk
5fnA9mkIfScSqHIpeDyvck,Lilly Wood and The Prick;Robin Schulz,Prayer in C,Prayer in C - Robin Schulz Radio Edit,73,189413,FALSE,0.763,0.875,9,-5.797,0,0.0262,0.024,5.41e-6,0.599,0.8,123.013,4,french
6N7LquYjc3c53qr4PSJbi5,Paulo Londra;Ed Sheeran,Noche de Novela (feat. Ed Sheeran),Noche de Novela (feat. Ed Sheeran),75,191896,FALSE,0.522,0.585,7,-7.205,1,0.129,0.00208,0,0.0909,0.411,97.99,4,latino
0EhpEsp4L0oRGM0vmeaN5e,J Balvin;Dua Lipa;Bad Bunny;Tainy,UN DIA (ONE DAY) (Feat. Tainy),UN DIA (ONE DAY) (Feat. Tainy),75,232253,FALSE,0.571,0.693,6,-8.234,0,0.0545,0.00536,0,0.173,0.393,168.169,4,latino
0PXp9QxBfSKGGpWUNaws2X,Roy Woods;Drake,Exis,Drama (feat. Drake),75,251859,TRUE,0.709,0.362,11,-9.814,1,0.055,0.157,0,0.109,0.113,122.043,4,soul
07UDTaRYJAsIhUZTyZSUzM,Huma,Ons,Ons,71,193239,FALSE,0.111,0.0185,0,-32.335,1,0.0424,0.957,0.94,0.087,0.0459,76.153,3,sleep
5GF0X7GdNmnouKcdhhRmtm,Paulo Londra;Duki,Party en el Barrio (feat. Duki),Party en el Barrio (feat. Duki),83,236143,TRUE,0.527,0.665,10,-7.108,1,0.164,0.0168,1.29e-6,0.324,0.546,135.026,4,latino
2gSVKxPDww9Eep5rdvtdem,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,My Way,73,272973,TRUE,0.576,0.864,6,-3.981,1,0.0462,0.02,1.68e-6,0.683,0.609,97.225,4,metal
0VpEX8ib3wE7u8NOw4szU6,PRETTYMUCH,Phases - EP,Eyes Off You,71,204266,FALSE,0.631,0.512,0,-9.675,0,0.0572,0.511,0,0.0827,0.529,106.027,4,dance
5BckPAYcKEJuYs1eV1BHHe,ABBA,The Album,Take A Chance On Me,74,243933,FALSE,0.684,0.675,11,-8.123,1,0.0257,0.163,0,0.242,0.924,107.064,4,swedish
06XQvnJb53SUYmlWIhUXUi,YOASOBI,怪物,怪物,71,206000,FALSE,0.627,0.824,1,-3.419,1,0.118,0.0699,6.57e-5,0.31,0.774,169.935,4,j-pop
6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Justice,Ghost,88,153190,FALSE,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-5,0.415,0.441,153.96,4,pop
6A4hgJdwriera4WSUl4moW,Sheff G;Sleepy Hallow,One and Only,Weight On Me,73,157619,TRUE,0.801,0.533,3,-6.198,0,0.222,0.707,4.28e-5,0.125,0.626,121.959,4,r-n-b
6TClJ8jXi3OBV7gcrU3jx5,AP Dhillon;Gurinder Gill,HIDDEN GEMS,TERE TE,75,114418,FALSE,0.692,0.488,7,-10.96,0,0.135,0.0508,0,0.154,0.299,171.9,4,hip-hop
6hf0RpxTbOprT5nnwzkk8e,J Balvin;Maria Becerra,Qué Más Pues?,Qué Más Pues?,76,217773,FALSE,0.891,0.819,8,-3.964,1,0.106,0.0261,3.54e-4,0.173,0.768,101.968,4,latino
4xMbBESczlHPUO8QeYi56p,Becky Hill;Topic,My Heart Goes (La Di Da) (feat. Topic),My Heart Goes (La Di Da) (feat. Topic),75,148960,FALSE,0.695,0.781,7,-5.578,0,0.0452,0.0185,3.12e-5,0.295,0.456,124.04,4,edm
62MosvjGMQY3HeGPFEsmM1,Tove Lo,No One Dies From Love,No One Dies From Love,72,186018,FALSE,0.652,0.801,0,-6.632,1,0.0576,0.0717,1.22e-6,0.264,0.346,121.099,4,swedish
56Yxkm62GtEpnPyG7TvwLY,ITZY,CRAZY IN LOVE,LOCO,76,191462,FALSE,0.759,0.886,1,-3.067,1,0.187,0.0103,2.04e-5,0.342,0.489,102.065,4,k-pop
2RO4aPByijQUqBZhYm1apz,Vianney;Ed Sheeran,Call on me (feat. Ed Sheeran),Call on me (feat. Ed Sheeran),72,200706,FALSE,0.618,0.66,6,-3.202,1,0.0664,0.116,0,0.0727,0.572,81.023,4,french
698ItKASDavgwZ3WjaWjtz,Alan Walker,Different World,Faded,80,212106,FALSE,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-6,0.11,0.159,179.642,4,electro
7rWgGyRK7RAqAAXy4bLft9,ABBA,Voulez-Vous,Angeleyes,78,260893,FALSE,0.719,0.922,11,-6.091,1,0.0338,0.523,1.63e-4,0.0867,0.964,133.113,4,swedish
2d8JP84HNLKhmd6IYOoupQ,Fetty Wap,Fetty Wap (Deluxe),Trap Queen,74,222093,TRUE,0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,4,j-dance
4UKCKdYiLN6IMA5ZESUTL7,XXXTENTACION,?,the remedy for a broken heart (why am I so in love),79,160184,TRUE,0.699,0.304,1,-11.192,1,0.0993,0.779,9.93e-4,0.137,0.271,119.705,4,emo
7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers;Halsey,Closer,Closer,84,244960,FALSE,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,4,dance
0RoA7ObU6phWpqhlC9zH4Z,Ziv Zaifman;Hugh Jackman;Michelle Williams,The Greatest Showman (Original Motion Picture Soundtrack),A Million Dreams,74,269453,FALSE,0.265,0.312,7,-11.689,1,0.0569,0.243,0,0.0893,0.0998,54.747,3,show-tunes
0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,24K Magic,That's What I Like,83,206693,FALSE,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,4,dance
1Omt5bfz1tZUCqd26HxbS0,Leon Bridges,Good Thing,Beyond,73,240600,FALSE,0.581,0.687,6,-5.4,1,0.105,0.229,0,0.109,0.187,76.014,4,blues
2mzDRrBn6M6rWX4bGzd1uQ,Chimbala,Feliz,Feliz,77,177240,FALSE,0.848,0.852,8,-2.158,0,0.103,0.373,0.0323,0.0865,0.956,129.995,4,latino
5MTGPkmiUuud9NkA0sl2nI,BTS,Love Yourself 轉 'Tear',Magic Shop,72,275695,FALSE,0.531,0.661,1,-5.836,1,0.0907,0.103,0,0.0779,0.278,149.934,4,k-pop
6A2itXgDf96XHp9qR6oyPN,Cavetown,Cavetown,Meteor Shower,71,265010,FALSE,0.512,0.488,5,-10.31,1,0.0328,0.428,5.1e-5,0.109,0.141,170.017,3,indie-pop
4zoZQvmST8gliv9S9L8lUw,KC & The Sunshine Band,Do You Wanna Go Party,Please Don't Go,71,230440,FALSE,0.445,0.75,6,-7.159,1,0.035,0.00805,0,0.0358,0.466,95.957,4,disco
2dWNKXTs5z7Iu1g0kYh4Xe,Becky Hill;Topic,Only Honest On The Weekend,My Heart Goes (La Di Da) (feat. Topic),72,148960,FALSE,0.695,0.781,7,-5.578,0,0.0452,0.0185,3.12e-5,0.295,0.456,124.04,4,edm
2TVxnKdb3tqe1nhQWwwZCO,Elton John,Madman Across The Water,Tiny Dancer,78,377093,FALSE,0.414,0.428,0,-11.097,1,0.0278,0.382,2.43e-4,0.148,0.282,145.075,4,piano
2Y0iGXY6m6immVb2ktbseM,MGMT,Little Dark Age,Little Dark Age,83,299960,FALSE,0.705,0.712,6,-6.156,1,0.0385,0.0102,8.55e-4,0.1,0.62,97.512,4,alt-rock
4FEr6dIdH6EqLKR0jB560J,Deftones,Koi No Yokan,Rosemary,73,413346,FALSE,0.285,0.613,5,-6.412,1,0.0421,0.0185,0.1,0.114,0.0772,126.628,4,metal
6p8eFfPw3nQkf37aT3AkmK,Iron Maiden,Fear of the Dark (2015 Remaster),Fear of the Dark - 2015 Remaster,72,438120,FALSE,0.308,0.866,2,-5.671,0,0.059,7.39e-4,0.00141,0.232,0.227,109.825,4,hard-rock
18UsAG7SfOQ5sxJEdjAMH0,The 1975,A Brief Inquiry Into Online Relationships,Be My Mistake,73,256688,FALSE,0.572,0.155,6,-14.405,1,0.0344,0.835,1.37e-4,0.0906,0.0949,109.923,3,rock
4HBZA5flZLE435QTztThqH,Ariana Grande;Justin Bieber,Stuck with U,Stuck with U (with Justin Bieber),83,228482,FALSE,0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,3,dance
1almCHdsfikRPfVB9VrEdT,Alex & Sierra,It's About Us,Little Do You Know,77,185200,FALSE,0.5,0.292,0,-8.554,1,0.0323,0.746,0,0.188,0.37,145.879,4,pop
42et6fnHCw1HIPSrdPprMl,Third Eye Blind,Third Eye Blind,Semi-Charmed Life,75,268360,FALSE,0.64,0.864,7,-6.576,1,0.0314,0.00832,0,0.123,0.701,102.026,4,grunge
0sNKiz82ATCvT3f3XVVUUj,The Offspring,Americana,Why Don't You Get A Job,74,172466,TRUE,0.766,0.882,5,-4.478,1,0.0719,0.0674,2.3e-6,0.281,0.544,107.932,4,punk-rock
4hPpVbbakQNv8YTHYaOJP4,Marshmello;Kane Brown,One Thing Right,One Thing Right,74,181823,FALSE,0.659,0.625,4,-2.253,1,0.045,0.0644,0,0.582,0.442,88.042,4,edm
04ZTP5KsCypmtCmQg5tH9R,Bebe Rexha,Expectations,I'm a Mess,74,195519,FALSE,0.63,0.694,11,-6.257,0,0.0253,0.00281,0,0.0719,0.216,97.005,4,dance
59kHPbwyyCApYA8RQQEuXm,Alan Jackson,A Lot About Livin' (And A Little 'Bout Love),Chattahoochee,72,148160,FALSE,0.606,0.706,0,-9.665,1,0.0379,0.362,0,0.16,0.819,174.533,4,country
44XjoNvtwevktFKjvVe1vH,Bad Bunny;Buscabulla,Un Verano Sin Ti,Andrea,86,339611,TRUE,0.797,0.616,1,-10.229,0,0.375,0.762,2.93e-4,0.0979,0.451,103.071,4,latino
1A8j067qyiNwQnZT0bzUpZ,Kungs;Cookin' On 3 Burners,Layers,This Girl (Kungs Vs. Cookin' On 3 Burners),77,195546,FALSE,0.792,0.717,0,-4.759,0,0.0393,0.0927,3.59e-5,0.226,0.466,121.985,4,house
1I2MEjnS9c4OPMnKWbIuYs,BLACKPINK,BORN PINK,Hard to Love,80,162569,TRUE,0.647,0.723,5,-6.214,1,0.0491,0.00503,0,0.176,0.443,105.001,4,k-pop
2LxdNADWier3MKTei8FbOY,Oliver Heldens;Nile Rodgers;House Gospel Choir,I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),74,157205,FALSE,0.686,0.892,10,-3.186,0,0.0498,0.0577,7.11e-6,0.0838,0.752,126.03,4,house
1lhm29o3syw122xynSKaAK,Sam Kim,"Nevertheless, (Original Television Soundtrack, Pt. 6)",Love Me Like That,71,211363,FALSE,0.59,0.294,9,-8.125,1,0.0654,0.854,0,0.0873,0.461,87.895,4,k-pop
6KjkgYu4mjsMVYy4aCzyw6,Lil Peep;Lil Tracy,crybaby,white tee,77,132226,TRUE,0.798,0.528,11,-8.908,1,0.042,0.293,1e-6,0.0727,0.728,149.995,4,emo
3di5hcvxxciiqwMH1jarhY,Adele,21,Set Fire to the Rain,80,242973,FALSE,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-6,0.112,0.446,107.993,4,british
5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,AM,I Wanna Be Yours,92,183956,FALSE,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4,garage
3FAclTFfvUuQYnEsptbK8w,Amy Winehouse,Back To Black (Deluxe Edition),Back To Black,81,241293,TRUE,0.403,0.422,7,-13.964,0,0.0373,0.134,2.05e-5,0.0861,0.378,122.728,4,british
3L3G4XFQqtFe9a3azMacZ5,Suki Waterhouse,Good Looking,Good Looking,80,214800,FALSE,0.377,0.558,4,-9.076,1,0.0299,0.0789,3.42e-4,0.125,0.267,149.971,3,indie-pop
62yJjFtgkhUrXktIoSjgP2,Imagine Dragons,Night Visions,Radioactive,80,186813,FALSE,0.448,0.784,9,-3.686,1,0.0627,0.106,1.08e-4,0.668,0.236,136.245,4,rock
7bcy34fBT2ap1L4bfPsl9q,Billie Eilish,Happier Than Ever,I Didn't Change My Number,75,158463,TRUE,0.849,0.48,9,-5.835,1,0.226,0.612,0.269,0.295,0.677,142.021,4,electro
2fVHrSxsQbJUuj9MW9zG1e,The Chainsmokers;5 Seconds of Summer,World War Joy,Who Do You Love,72,226733,TRUE,0.51,0.846,3,-4.595,1,0.0461,0.0101,0,0.208,0.475,139.927,4,dance
0GONea6G2XdnHWjNZd6zt3,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Summer Of '69,82,216053,FALSE,0.508,0.834,2,-6.205,1,0.0386,0.0183,0,0.0732,0.774,139.131,4,rock
4KHXk0rTD80mEf7bbdK29j,Soolking,Suavemente,Suavemente,74,159357,FALSE,0.865,0.682,7,-4.563,0,0.0548,0.284,0.00445,0.0422,0.508,140.052,4,french
2xlV2CuWgpPyE9e0GquKDN,Vancouver Sleep Clinic,Revival,Someone To Stay,72,254013,FALSE,0.436,0.473,1,-7.24,1,0.0307,0.588,4.35e-5,0.103,0.242,108.906,4,folk
5GXYKnnzBlHvrzBQ5WoxME,Ado,逆光 (ウタ from ONE PIECE FILM RED),逆光 - ウタ from ONE PIECE FILM RED,72,237862,FALSE,0.563,0.901,10,-3.926,0,0.11,3.82e-4,4.81e-6,0.388,0.684,145.004,4,j-pop
6VrQTLzzuyGIYjUDe4kAZk,Bad Bunny,Un Verano Sin Ti,Un Coco,87,196412,FALSE,0.839,0.69,11,-4.464,1,0.0615,0.207,8.33e-6,0.176,0.744,151.991,4,latino
6D2TCm4nf5nxAcdGJ7w3QP,J Balvin;Maria Becerra,JOSE,Qué Más Pues?,77,217360,FALSE,0.903,0.817,8,-3.972,1,0.095,0.0272,3.11e-4,0.242,0.732,102.014,4,latino
4lAE47gj539h8R1yxPhhGG,BTS,Love Yourself 轉 'Tear',Airplane pt.2,72,218614,FALSE,0.77,0.817,0,-4.092,0,0.0339,0.0265,1.03e-4,0.084,0.866,139.979,4,k-pop
2ooF4088y5L72c4YTEJQoB,XXXTENTACION,Revenge,YuNg BrAtZ,76,101851,TRUE,0.755,0.695,9,-5.963,1,0.26,0.0179,0,0.107,0.493,128.063,4,emo
1ChulFMnwxoD74Me8eX2TU,Dead Or Alive,Evolution: The Hits,You Spin Me Round (Like a Record),76,195146,FALSE,0.554,0.963,6,-3.762,0,0.035,2.44e-4,0.0702,0.431,0.918,128.175,4,synth-pop
0sBJA2OCEECMs0HsdIQhvR,OneRepublic,West Coast,West Coast,77,192947,FALSE,0.685,0.699,6,-7.803,0,0.0349,0.317,0,0.0895,0.884,134.057,4,piano
68EkhVWIeULhHxcbi1QhzK,AJR,OK ORCHESTRA,World's Smallest Violin,80,180746,TRUE,0.68,0.697,5,-7.01,1,0.0484,0.121,0,0.661,0.684,116.033,4,rock
0NlGoUyOJSuSHmngoibVAs,Kodaline,In A Perfect World (Expanded Edition),All I Want,82,305746,FALSE,0.188,0.411,0,-9.733,1,0.0484,0.174,0.153,0.0843,0.159,187.376,3,rock
28cnXtME493VX9NOw9cIUh,Johnny Cash,American IV: The Man Comes Around,Hurt,74,216533,FALSE,0.534,0.392,9,-7.636,0,0.0267,0.649,2.27e-4,0.0948,0.163,90.379,4,country
0xkGTPTijMU84dtHr3KQQi,Arijit Singh;Nikhita Gandhi,Kedarnath,Qaafirana,71,341823,FALSE,0.417,0.433,4,-8.958,1,0.0415,0.0726,0,0.123,0.207,169.92,4,pop-film
3UI9I3e1g1y5T3SMfdgfGO,Carlos Baute;Marta Sánchez,De mi puño y letra - Edicion Coleccionista,Colgando en tus manos (con Marta Sánchez),77,230280,FALSE,0.836,0.637,6,-4.803,1,0.0367,0.535,0,0.129,0.875,120.025,4,spanish
5iwz1NiezX7WWjnCgY5TH4,Pedro Capó;Farruko,Calma (Remix),Calma - Remix,74,238200,FALSE,0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,4,latin
6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Fine Line,Watermelon Sugar,89,174000,FALSE,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,4,pop
7ecbsiAQ6PNdiAq0hplVZo,ENHYPEN,DIMENSION : ANSWER,Blessed-Cursed,71,170805,FALSE,0.604,0.886,4,-3.523,0,0.061,0.0925,0,0.596,0.401,127.098,4,anime
0aym2LBJBk9DAYuHHutrIl,The Beatles,1 (Remastered),Hey Jude - Remastered 2015,74,425653,FALSE,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-5,0.088,0.532,147.207,4,british
1JO1xLtVc8mWhIoE3YaCL0,The Turtles,Happy Together,Happy Together,76,176293,FALSE,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-5,0.0818,0.588,120.175,4,folk
4iG2gAwKXsOcijVaVXzRPW,MGMT,Oracular Spectacular,Time to Pretend,72,261000,TRUE,0.438,0.94,2,-3.249,1,0.0452,8.74e-5,0.0777,0.3,0.421,100.99,3,alt-rock
5YJtMNWKe55yr49cyJgxva,Cascada,Everytime We Touch (Premium Edition),Everytime We Touch,71,197124,FALSE,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-5,0.382,0.493,142.027,4,german
12g9IeQzX7xECLNxz8dpb5,The 1975,Being Funny In A Foreign Language,I'm In Love With You,71,262623,TRUE,0.668,0.902,2,-3.924,1,0.0386,0.169,8.74e-5,0.198,0.913,119.008,4,alt-rock
3weNRklVDqb4Rr5MhKBR3D,Ludovico Einaudi,Una Mattina,Nuvole Bianche,73,357706,FALSE,0.191,0.0582,8,-25.398,1,0.0578,0.961,0.89,0.0941,0.0454,132.614,1,ambient
0EfsDEYaSjGYd66Pr881nq,The Neighbourhood,Wiped Out!,Cry Baby,74,235160,FALSE,0.581,0.656,4,-4.891,0,0.0294,0.00269,2.78e-6,0.101,0.338,108.033,4,alt-rock
0ZeGfEAL5Rl4pd5LZBGuEK,Hwa Sa,María,Maria,72,199026,FALSE,0.658,0.749,9,-2.967,0,0.0634,0.238,2.03e-6,0.272,0.442,128.909,4,k-pop
69AIpwGNLxr4qS1X5ynx60,Jordan Davis;Luke Bryan,Buy Dirt,Buy Dirt,80,167480,FALSE,0.586,0.559,4,-6.725,1,0.05,0.639,0,0.0872,0.437,177.945,4,country
1oew3nFNY3vMacJAsvry0S,Rixton,Let The Road,Me And My Broken Heart,79,193733,FALSE,0.545,0.783,5,-4.261,0,0.0345,0.00489,0,0.132,0.551,174.084,4,dance
0SpkyS1Q4MD8GaVcP5YjT4,Cigarettes After Sex,Cigarettes After Sex,Sunsetz,78,215150,FALSE,0.405,0.479,5,-9.396,1,0.0301,0.0527,0.795,0.0974,0.131,75.37,4,ambient
21szgNA72iLwvBxHQLgwBh,Nessa Barrett,die first,die first,81,177108,FALSE,0.444,0.669,8,-6.727,0,0.125,0.0669,0,0.124,0.44,183.441,4,electro
4ASOMWcJUrwEpjJy4GEijz,Chris Lorenzo;High Jinx,California Dreamin' (feat. High Jinx),California Dreamin' (feat. High Jinx),74,196899,FALSE,0.685,0.911,9,-4.977,1,0.144,0.00552,0.0247,0.285,0.351,128.02,4,deep-house
5de9Ho64dovuQI8Uhn5gPD,XXXTENTACION,Revenge,I Don't Wanna Do This Anymore,77,87560,TRUE,0.433,0.778,4,-7.681,1,0.041,0.843,0,0.139,0.764,114.208,4,emo
1L94M3KIu7QluZe63g64rv,Pearl Jam,Ten,Alive,76,340907,FALSE,0.284,0.875,11,-6.069,0,0.0422,0.00752,4.61e-4,0.402,0.595,75.009,4,alt-rock
7nnWIPM5hwE3DaUBkvOIpy,Incubus,Make Yourself,Drive,75,232453,FALSE,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,4,alt-rock
0faXHILILebCGnJBPU6KJJ,Breaking Benjamin,Phobia (Clean Version),The Diary of Jane - Single Version,74,200546,FALSE,0.392,0.964,10,-4.441,0,0.0644,7.13e-5,0.0387,0.106,0.269,167.024,4,alternative
1fDFHXcykq4iw8Gg7s5hG9,The 1975,Being Funny In A Foreign Language,About You,73,326490,FALSE,0.416,0.762,2,-7.385,1,0.0279,0.312,0.804,0.0559,0.461,95.967,4,alt-rock
1IthE5GNiRzFN5CVaCa445,BTS,Proof,Born Singer,75,238628,FALSE,0.602,0.841,8,-3.334,0,0.109,0.0354,0,0.235,0.684,157.937,4,k-pop
4srcMdbm2qzVG98tJajHxp,Alejo;Feid;ROBI,Pantysito,Pantysito,82,240413,TRUE,0.83,0.739,7,-5.395,0,0.0627,0.136,2.11e-6,0.162,0.631,97.993,4,latino
